# L-10 Launch (Up to date)
# 1076 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23.0 m/s).
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (m),Position parallel to wind (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
8.5821,2001.6,239.2,-21.355,239.78,21.408,120.18,2.7289,120.21,1.3008,16.798,1.4952,45,0.0015284,9.8,0.11531,0.048931,0.0041874,-4.742e-5,26944,0,34.615,0.11782,272.64,222.21,3.6104,0.72264,48865554,0,313.63,0.70431,0.70434,0.3596,0.15682,0.18789,0.023634,0.085043,2.4364e-4,0,-1.3465e-5,0.01515,0.015164,1.3991e-4,0.024748,13.97,153.28,84.662,1.1044,NaN,1.9896,794.8,332.5,0.05,1.0079
8.6321,2013.5,238.13,-21.267,238.72,21.293,121.01,2.7487,121.05,1.3012,16.735,1.0417,45,0.0015391,9.8,0.021277,0.048873,-0.004559,-9.8827e-4,26944,0,34.615,0.11782,272.98,222.21,3.6346,0.71946,48597661,0,310.13,0.70367,0.70367,0.35978,0.1566,0.18729,0.0043401,0.015496,1.1316e-4,0,-1.4499e-5,0.015128,0.015142,-1.6736e-4,0.024638,13.97,153.28,84.58,1.038,NaN,1.9121,793.65,332.46,0.05,1.0091
8.6821,2025.4,237.07,-21.169,237.66,21.182,121.85,2.7684,121.88,1.3015,16.692,0.74554,45,0.0015497,9.8,0.11201,0.048811,-0.0038946,-1.6094e-4,26944,0,34.615,0.11782,272.62,222.21,3.6086,0.71634,48334655,0,306.74,0.70304,0.70307,0.35995,0.15639,0.18671,0.022939,0.083075,-2.8409e-4,0,-1.5274e-5,0.015106,0.015121,-1.2324e-4,0.024528,13.97,153.28,84.502,0.98062,NaN,1.8348,792.51,332.41,0.05,1.0105
8.7321,2037.2,236.01,-21.061,236.6,21.069,122.68,2.7881,122.72,1.3019,16.659,0.58693,45,0.0015603,9.7999,0.16136,0.048747,-0.0024613,-5.8591e-5,26944,0,34.615,0.11782,272.41,222.21,3.5939,0.71326,48074959,0,303.42,0.70243,0.70248,0.36011,0.15618,0.18614,0.033114,0.11945,2.6907e-4,0,-1.606e-5,0.015084,0.0151,-4.966e-5,0.02442,13.97,153.28,84.444,0.94089,NaN,1.758,791.37,332.36,0.05,1.0119
8.7821,2049,234.96,-20.938,235.55,20.947,123.52,2.8077,123.55,1.3022,16.63,0.59937,45,0.0015709,9.7999,0.15741,0.04868,-7.6898e-4,-1.7879e-5,26944,0,34.615,0.11782,272.41,222.21,3.5937,0.71023,47818898,0,300.15,0.70182,0.70188,0.36028,0.15597,0.18557,0.032287,0.11633,9.3395e-5,0,-1.6762e-5,0.015063,0.01508,-4.8904e-6,0.024312,13.97,153.28,84.415,0.92055,NaN,1.6814,790.23,332.32,0.05,1.0132
8.8321,2060.7,233.92,-20.825,234.51,20.831,124.35,2.8273,124.38,1.3025,16.601,0.50475,45,0.0015815,9.7999,0.18464,0.048611,8.4319e-4,-1.1277e-5,26944,0,34.615,0.11782,272.29,222.21,3.5851,0.70714,4.756e7,0,296.87,0.70121,0.70128,0.36044,0.15576,0.18501,0.037912,0.13607,-3.21e-6,0,-1.7908e-5,0.015042,0.01506,5.933e-6,0.024204,13.97,153.28,84.416,0.9178,NaN,1.6052,789.11,332.27,0.05,1.0248
8.8821,2072.4,232.88,-20.69,233.47,20.701,125.18,2.8467,125.21,1.3028,16.575,0.65461,45,0.001592,9.7998,0.13402,0.048538,0.0026149,-5.8201e-5,26944,0,34.615,0.11782,272.46,222.21,3.5975,0.70412,47306170,0,293.66,0.70062,0.70065,0.36061,0.15556,0.18445,0.027443,0.098339,2.2185e-4,0,-1.8461e-5,0.015022,0.01504,5.7569e-5,0.024097,13.97,153.28,84.448,0.92859,NaN,1.5294,787.98,332.23,0.05,1.0261
8.9321,2084,231.85,-20.567,232.44,20.578,126,2.8661,126.04,1.303,16.538,0.68337,45,0.0016025,9.7998,0.11915,0.048463,0.0036773,-9.8368e-5,26944,0,34.615,0.11782,272.5,222.21,3.6002,0.70105,4.705e7,0,290.44,0.70001,0.70004,0.36077,0.15535,0.18389,0.024375,0.087672,4.8139e-4,0,-1.9676e-5,0.015001,0.015021,1.1488e-4,0.023991,13.97,153.28,84.504,0.94629,NaN,1.4539,786.86,332.18,0.05,1.0274
8.9821,2095.6,230.82,-20.454,231.41,20.463,126.83,2.8854,126.86,1.3033,16.507,0.60577,45,0.0016131,9.7998,0.13693,0.048384,0.0049536,-1.3746e-4,26944,0,34.615,0.11782,272.41,222.21,3.5941,0.69793,46790940,0,287.21,0.6994,0.69945,0.36093,0.15515,0.18332,0.028026,0.10033,-2.021e-4,0,-2.0768e-5,0.01498,0.015001,2.1038e-4,0.023886,13.97,153.28,84.582,0.9649,NaN,1.3787,785.75,332.13,0.05,1.0287
9.0321,2107.1,229.8,-20.328,230.39,20.339,127.65,2.9046,127.69,1.3035,16.476,0.67455,45,0.0016235,9.7997,0.10649,0.048302,0.0061761,-2.9077e-4,26944,0,34.615,0.11782,272.51,222.21,3.6011,0.69487,46535962,0,284.04,0.69881,0.69883,0.3611,0.15494,0.18277,0.021758,0.077637,1.1993e-4,0,-2.1537e-5,0.01496,0.014982,3.3002e-4,0.023781,13.97,153.28,84.683,0.98097,NaN,1.3038,784.64,332.09,0.05,1.0299
9.0821,2118.6,228.79,-20.172,229.38,20.205,128.48,2.9238,128.51,1.3037,16.433,1.1464,45,0.001634,9.7997,0.058731,0.04822,-0.0065831,-5.3844e-4,26944,0,34.615,0.11782,272.68,222.21,3.6129,0.69195,46291674,0,281.03,0.69824,0.69825,0.36125,0.15475,0.18224,0.01197,0.04353,-6.3206e-5,0,-2.1602e-5,0.014941,0.014963,-3.7822e-4,0.023676,13.97,153.28,84.8,0.99072,NaN,1.2293,783.54,332.04,0.05,1.0312
9.1321,2130,227.79,-20.011,228.37,20.09,129.3,2.9429,129.33,1.3039,16.36,1.7712,45,0.0016444,9.7996,0.27405,0.048138,-0.005022,-1.8763e-5,26944,0,34.615,0.11782,271.85,222.21,3.5537,0.68913,46054095,0,278.2,0.6977,0.69786,0.3614,0.15456,0.18174,0.056411,0.20118,3.588e-4,0,-2.1865e-5,0.014923,0.014945,-2.2197e-4,0.023573,13.97,153.28,84.908,0.99044,NaN,1.1551,782.44,332,0.05,1.0324
9.1821,2141.3,226.79,-19.874,227.37,19.99,130.11,2.9619,130.14,1.3041,16.26,2.1577,45,0.0016548,9.7996,0.40961,0.048054,-0.0017347,5.0857e-5,26944,0,34.615,0.11782,271.33,222.21,3.5166,0.68629,45815971,0,275.38,0.69715,0.69751,0.36155,0.15438,0.18123,0.084834,0.2979,4.1697e-4,0,-2.2634e-5,0.014904,0.014927,-2.6713e-5,0.023469,13.97,153.28,84.97,0.98117,NaN,1.0812,781.35,331.95,0.05,1.0457
9.2321,2152.7,225.8,-19.762,226.38,19.884,130.92,2.9807,130.95,1.3043,16.149,2.1984,45,0.0016651,9.7996,0.42988,0.047969,0.0022215,4.7948e-5,26944,0,34.615,0.11782,271.24,222.21,3.5101,0.68341,45575917,0,272.5,0.6966,0.697,0.3617,0.15419,0.18072,0.089094,0.31286,4.8954e-4,0,-2.3636e-5,0.014886,0.01491,4.4189e-5,0.023366,13.97,153.28,84.966,0.97141,NaN,1.0077,780.26,331.91,0.05,1.0469
9.2821,2163.9,224.81,-19.677,225.39,19.768,131.73,2.9995,131.76,1.3045,16.045,1.8965,45,0.0016753,9.7995,0.33301,0.04788,0.0057912,-7.1916e-6,26944,0,34.615,0.11782,271.58,222.21,3.5345,0.68049,45333727,0,269.52,0.69605,0.69629,0.36185,0.154,0.1802,0.068686,0.24238,1.5158e-4,0,-2.4769e-5,0.014868,0.014892,3.0296e-4,0.023263,13.97,153.28,84.892,0.97356,NaN,0.93447,779.17,331.87,0.05,1.0481
9.3321,2175.1,223.83,-19.608,224.4,19.659,132.53,3.0182,132.56,1.3047,15.962,1.4235,45,0.0016855,9.7995,0.17178,0.047788,0.008082,-1.2163e-4,26944,0,34.615,0.11782,272.17,222.21,3.5765,0.67757,45092019,0,266.56,0.69549,0.69556,0.362,0.15381,0.17968,0.035151,0.12481,-1.2712e-4,0,-2.569e-5,0.014849,0.014875,5.953e-4,0.023162,13.97,153.28,84.765,0.99665,NaN,0.86157,778.09,331.82,0.05,1.0493
9.3821,2186.3,222.85,-19.547,223.42,19.568,133.32,3.0368,133.36,1.3049,15.904,0.91621,45,0.0016956,9.7995,0.009422,0.047694,-0.008566,-0.0020572,26944,0,34.615,0.11782,272.77,222.21,3.6195,0.67467,44852069,0,263.69,0.69495,0.69495,0.36215,0.15363,0.17917,0.0019127,0.007621,3.4154e-4,0,-2.6488e-5,0.014831,0.014858,-6.7469e-4,0.02306,13.97,153.28,84.611,1.0423,NaN,0.78898,777.02,331.78,0.05,1.0505
9.4321,2197.4,221.88,-19.458,222.44,19.474,134.12,3.0554,134.15,1.3051,15.864,0.79798,45,0.0017057,9.7994,0.057894,0.0476,-0.0082159,-0.001066,26944,0,34.615,0.11782,272.57,222.21,3.6052,0.67192,44623147,0,260.99,0.69443,0.69444,0.36229,0.15345,0.17869,0.011777,0.042701,1.2414e-4,0,-2.6216e-5,0.014815,0.014841,-6.2591e-4,0.02296,13.97,153.28,84.457,1.1043,NaN,0.71671,775.95,331.73,0.05,1.0517
9.4821,2208.5,220.91,-19.379,221.47,19.388,134.91,3.074,134.94,1.3053,15.827,0.59029,45,0.0017158,9.7994,0.13801,0.047506,-0.0075777,-5.7638e-4,26944,0,34.615,0.11782,272.25,222.21,3.5823,0.66914,44392533,0,258.3,0.69391,0.69395,0.36243,0.15328,0.17821,0.028175,0.10103,-3.7279e-4,0,-2.7193e-5,0.014798,0.014825,-5.3703e-4,0.022859,13.97,153.28,84.313,1.1694,NaN,0.64476,774.88,331.69,0.05,1.0529
9.5321,2219.5,219.94,-19.287,220.51,19.294,135.7,3.0928,135.73,1.3056,15.802,0.53785,45,0.0017259,9.7994,0.16328,0.04741,-0.0060831,-6.018e-4,26944,0,34.615,0.11782,272.14,222.21,3.5745,0.66641,44165829,0,255.67,0.6934,0.69346,0.36257,0.1531,0.17773,0.033365,0.11942,-3.2168e-4,0,-2.7442e-5,0.014781,0.014809,-3.49e-4,0.02276,13.97,153.28,84.189,1.2252,NaN,0.57312,773.82,331.65,0.05,1.062
9.5821,2230.5,218.98,-19.219,219.54,19.22,136.49,3.1116,136.52,1.306,15.779,0.24329,45,0.0017359,9.7993,0.27446,0.047313,-0.0044753,-2.8124e-4,26944,0,34.615,0.11782,271.71,222.21,3.5435,0.66357,43931887,0,252.99,0.69288,0.69304,0.36271,0.15292,0.17724,0.056367,0.19959,4.8179e-4,0,-2.9201e-5,0.014764,0.014793,-1.9057e-4,0.02266,13.97,153.28,84.093,1.2604,NaN,0.5018,772.77,331.6,0.05,1.0661
9.6321,2241.4,218.02,-19.119,218.59,19.121,137.28,3.1307,137.31,1.3064,15.771,0.26534,45,0.0017459,9.7993,0.26884,0.047212,-0.0018791,-2.2113e-4,26944,0,34.615,0.11782,271.71,222.21,3.544,0.66082,43704992,0,250.37,0.69237,0.69252,0.36285,0.15275,0.17677,0.055186,0.196,4.3242e-4,0,-2.9225e-5,0.014748,0.014777,-3.3888e-5,0.022561,13.97,153.28,84.035,1.2682,NaN,0.43079,771.71,331.56,0.05,1.0673
9.6821,2252.3,217.07,-18.985,217.64,18.996,138.06,3.1499,138.1,1.307,15.749,0.64164,45,0.0017559,9.7993,0.12988,0.047113,-1.5265e-4,-2.8126e-4,26944,0,34.615,0.11782,272.22,222.21,3.5804,0.6582,43487126,0,247.84,0.69189,0.69192,0.36298,0.15259,0.17632,0.026479,0.09507,6.3508e-5,0,-2.9128e-5,0.014732,0.014761,-2.2548e-7,0.022463,13.97,153.28,84.018,1.2434,NaN,0.36009,770.67,331.52,0.05,1.0685
9.7321,2263.1,216.12,-18.862,216.69,18.884,138.85,3.1692,138.89,1.3075,15.709,0.91214,45,0.0017659,9.7992,0.030575,0.047014,5.4899e-4,-1.0055e-4,26944,0,34.615,0.11782,272.59,222.21,3.6064,0.65553,43266882,0,245.32,0.6914,0.6914,0.36311,0.15242,0.17586,0.0062024,0.021961,-3.3101e-4,0,-2.9977e-5,0.014717,0.014747,2.9408e-6,0.022365,13.97,153.28,84.021,1.1833,NaN,0.28969,769.63,331.47,0.05,1.0697
9.7821,2273.9,215.18,-18.739,215.75,18.778,139.63,3.1886,139.67,1.3082,15.657,1.2171,45,0.0017759,9.7992,0.097914,0.046913,-1.3722e-5,5.9131e-4,26944,0,34.615,0.11782,272.32,222.21,3.5871,0.6529,43049332,0,242.86,0.69092,0.69094,0.36324,0.15226,0.17542,0.019922,0.071016,2.8391e-4,0,-3.0389e-5,0.014701,0.014732,0,0.022268,13.97,153.28,84.026,1.0936,NaN,0.21961,768.59,331.43,0.05,1.0709
9.8321,2284.6,214.25,-18.612,214.81,18.679,140.42,3.2081,140.45,1.3088,15.587,1.5808,45,0.0017858,9.7992,0.2387,0.046812,0.0013005,6.2107e-4,26944,0,34.615,0.11782,271.77,222.21,3.5482,0.65034,42836537,0,240.51,0.69045,0.69058,0.36337,0.1521,0.17498,0.048883,0.17331,1.268e-5,0,-3.0605e-5,0.014687,0.014717,1.6777e-5,0.022171,13.97,153.28,84.017,0.98671,NaN,0.14983,767.55,331.39,0.05,1.0799
9.8821,2295.3,213.32,-18.545,213.88,18.59,141.19,3.2275,141.23,1.3095,15.51,1.2951,45,0.0017957,9.7991,0.13387,0.046708,0.0031187,8.0073e-4,26944,0,34.615,0.11782,272.15,222.21,3.5754,0.64752,42607938,0,237.91,0.68995,0.68998,0.36351,0.15193,0.17451,0.027274,0.097249,-1.0863e-4,0,-3.3413e-5,0.014671,0.014704,9.734e-5,0.022075,13.97,153.28,83.976,0.8797,NaN,0.080348,766.53,331.35,0.05,1.0811
9.9321,2306,212.39,-18.493,212.95,18.514,141.97,3.2469,142,1.3102,15.457,0.87161,45,0.0018056,9.7991,0.03613,0.046597,-0.0031361,0.0015349,26944,0,34.615,0.11782,272.51,222.21,3.601,0.64467,42377326,0,235.31,0.68943,0.68944,0.36365,0.15176,0.17403,0.0073244,0.026261,-1.9237e-4,0,-3.4778e-5,0.014654,0.014689,-9.9327e-5,0.021979,13.97,153.28,83.914,0.79342,NaN,0.01117,765.5,331.31,0.05,1.0824
9.9821,2316.6,211.47,-18.42,212.03,18.433,142.74,3.266,142.78,1.3108,15.419,0.70369,45,0.0018154,9.7991,0.099965,0.046485,-0.0028454,5.3458e-4,26944,0,34.615,0.11782,272.25,222.21,3.5826,0.64194,42155271,0,232.85,0.68894,0.68896,0.36378,0.15159,0.17357,0.020323,0.072417,2.4627e-4,0,-3.4966e-5,0.014639,0.014674,-8.248e-5,0.021884,13.97,153.28,83.856,0.74276,NaN,-0.057707,764.48,331.26,0.05,1.0836
10.032,2327.1,210.55,-18.315,211.11,18.336,143.51,3.285,143.55,1.3113,15.383,0.86134,45,0.0018252,9.799,0.04141,0.046375,-0.0017981,0.0013282,26944,0,34.615,0.11782,272.46,222.21,3.5976,0.63936,41943681,0,230.52,0.68848,0.68849,0.36391,0.15144,0.17314,0.0083931,0.030328,-5.0147e-4,0,-3.4285e-5,0.014625,0.014659,-3.3214e-5,0.02179,13.97,153.28,83.811,0.73163,NaN,-0.12628,763.47,331.22,0.05,1.0848
10.082,2337.6,209.64,-18.236,210.2,18.252,144.28,3.3039,144.31,1.3118,15.338,0.77091,45,0.0018349,9.799,0.071848,0.046266,-0.0018934,8.3229e-4,26944,0,34.615,0.11782,272.33,222.21,3.5884,0.63667,41725349,0,228.13,0.68801,0.68802,0.36404,0.15127,0.1727,0.014581,0.052018,2.8047e-4,0,-3.5838e-5,0.01461,0.014646,-3.715e-5,0.021696,13.97,153.28,83.772,0.757,NaN,-0.19456,762.45,331.18,0.05,1.0984
10.132,2348.1,208.73,-18.133,209.29,18.157,145.04,3.3225,145.08,1.3123,15.3,0.92995,45,0.0018447,9.799,0.013264,0.046154,1.2898e-4,0.0015595,26944,0,34.615,0.11782,272.55,222.21,3.6035,0.63411,41515597,0,225.84,0.68755,0.68755,0.36416,0.15112,0.17227,0.0026837,0.0095007,2.5822e-4,0,-3.5338e-5,0.014596,0.014631,1.7382e-7,0.021602,13.97,153.28,83.74,0.81258,NaN,-0.26255,761.45,331.14,0.05,1.1013
10.182,2358.5,207.82,-18.049,208.38,18.071,145.8,3.3411,145.84,1.3127,15.25,0.90589,45,0.0018544,9.7989,0.010928,0.046044,-0.0013566,0.0011487,26944,0,34.615,0.11782,272.54,222.21,3.6033,0.63146,41301333,0,223.51,0.68709,0.68709,0.36429,0.15096,0.17184,0.0022102,0.0083837,2.0657e-4,0,-3.6906e-5,0.014581,0.014618,-1.9394e-5,0.021509,13.97,153.28,83.711,0.88803,NaN,-0.33024,760.45,331.1,0.05,1.1026
10.232,2368.9,206.92,-17.981,207.48,17.996,146.57,3.3596,146.6,1.3131,15.21,0.72205,45,0.0018641,9.7989,0.084018,0.045928,-0.0013224,4.633e-4,26944,0,34.615,0.11782,272.25,222.21,3.5824,0.62875,41082837,0,221.16,0.68661,0.68663,0.36442,0.1508,0.17139,0.017049,0.061534,-1.4669e-4,0,-3.827e-5,0.014567,0.014605,-1.8596e-5,0.021416,13.97,153.28,83.683,0.97197,NaN,-0.39763,759.45,331.06,0.05,1.11
10.282,2379.2,206.02,-17.907,206.58,17.917,147.33,3.3781,147.36,1.3135,15.177,0.61337,45,0.0018737,9.7989,0.12783,0.045811,-5.3103e-4,4.2903e-4,26944,0,34.615,0.11782,272.07,222.21,3.5696,0.62607,40867045,0,218.84,0.68614,0.68618,0.36454,0.15064,0.17095,0.025987,0.092891,3.7575e-4,0,-3.9085e-5,0.014552,0.014591,-3.0249e-6,0.021323,13.97,153.28,83.667,1.054,NaN,-0.46474,758.45,331.02,0.05,1.1112
10.332,2389.5,205.13,-17.848,205.69,17.852,148.08,3.3967,148.12,1.314,15.151,0.35658,45,0.0018834,9.7988,0.23302,0.045692,7.1758e-4,4.1907e-4,26944,0,34.615,0.11782,271.66,222.21,3.5403,0.6233,40646337,0,216.51,0.68566,0.68578,0.36468,0.15048,0.17051,0.047602,0.16838,-3.8954e-4,0,-4.0823e-5,0.014537,0.014578,5.5739e-6,0.021231,13.97,153.28,83.668,1.1232,NaN,-0.53155,757.46,330.98,0.05,1.1126
10.382,2399.7,204.24,-17.794,204.8,17.794,148.84,3.4153,148.88,1.3145,15.141,0.0698,45,0.001893,9.7988,0.35439,0.045569,0.0028871,3.6249e-4,26944,0,34.615,0.11782,271.2,222.21,3.507,0.6205,40423354,0,214.18,0.68518,0.68544,0.36481,0.15032,0.17005,0.072796,0.25473,-2.3619e-4,0,-4.2309e-5,0.014523,0.014565,9.1067e-5,0.021139,13.97,153.28,83.699,1.1716,NaN,-0.59807,756.48,330.94,0.05,1.1139
10.432,2409.9,203.35,-17.659,203.91,17.667,149.6,3.4341,149.64,1.315,15.133,0.53755,45,0.0019026,9.7988,0.14752,0.045446,0.0050537,7.6539e-4,26944,0,34.615,0.11782,271.96,222.21,3.5616,0.61803,40222934,0,212,0.68475,0.6848,0.36492,0.15017,0.16965,0.029999,0.10639,-3.2983e-4,0,-3.9836e-5,0.01451,0.01455,2.8134e-4,0.021048,13.97,153.28,83.774,1.1932,NaN,-0.66431,755.5,330.9,0.05,1.1151
10.482,2420,202.47,-17.526,203.03,17.557,150.35,3.4529,150.39,1.3156,15.09,1.0477,45,0.0019122,9.7988,0.086985,0.045332,-0.0049193,0.0014594,26944,0,34.615,0.11782,272.18,222.21,3.5772,0.61559,40024740,0,209.92,0.68433,0.68435,0.36504,0.15003,0.16926,0.017635,0.063596,-2.1456e-4,0,-3.9851e-5,0.014497,0.014537,-2.6876e-4,0.020957,13.97,153.28,83.868,1.1795,NaN,-0.73025,754.52,330.86,0.05,1.1163
10.532,2430.1,201.6,-17.423,202.16,17.47,151.11,3.4718,151.15,1.3162,15.032,1.2742,45,0.0019218,9.7987,0.19342,0.045215,-0.0040489,7.311e-4,26944,0,34.615,0.11782,271.77,222.21,3.5476,0.61303,3.982e7,0,207.8,0.6839,0.68398,0.36516,0.14988,0.16886,0.039404,0.13991,4.3547e-4,0,-4.1149e-5,0.014484,0.014525,-1.8364e-4,0.020867,13.97,153.28,83.953,1.1276,NaN,-0.79591,753.55,330.82,0.05,1.1176
10.582,2440.2,200.73,-17.351,201.29,17.391,151.85,3.4908,151.9,1.3169,14.968,1.1712,45,0.0019313,9.7987,0.15721,0.045095,-0.0026896,6.0623e-4,26944,0,34.615,0.11782,271.89,222.21,3.5565,0.61035,39606783,0,205.58,0.68344,0.68349,0.36528,0.14973,0.16843,0.031966,0.11333,-2.1279e-4,0,-4.3547e-5,0.01447,0.014514,-8.1762e-5,0.020776,13.97,153.28,84.013,1.0465,NaN,-0.86129,752.58,330.78,0.05,1.1188
10.632,2450.2,199.86,-17.279,200.42,17.313,152.6,3.5097,152.64,1.3175,14.913,1.0866,45,0.0019408,9.7987,0.12742,0.04497,-0.0018378,4.5167e-4,26944,0,34.615,0.11782,271.99,222.21,3.5638,0.60771,39397057,0,203.4,0.68299,0.68303,0.3654,0.14958,0.16801,0.025866,0.092265,3.7108e-5,0,-4.4304e-5,0.014457,0.014501,-3.8517e-5,0.020687,13.97,153.28,84.054,0.95158,NaN,-0.92639,751.62,330.74,0.05,1.1201
10.682,2460.2,199,-17.187,199.56,17.232,153.35,3.5285,153.39,1.3182,14.856,1.245,45,0.0019503,9.7986,0.20475,0.044847,-7.8505e-4,4.3339e-4,26944,0,34.615,0.11782,271.69,222.21,3.5421,0.60522,39197630,0,201.38,0.68257,0.68266,0.36552,0.14944,0.16762,0.04171,0.14734,4.7523e-4,0,-4.3645e-5,0.014444,0.014488,-7.0879e-6,0.020598,13.97,153.28,84.077,0.85979,NaN,-0.9912,750.66,330.7,0.05,1.1213
10.732,2470.1,198.15,-17.121,198.7,17.158,154.09,3.5472,154.13,1.3188,14.794,1.1282,45,0.0019597,9.7986,0.15861,0.044725,6.1756e-4,4.5617e-4,26944,0,34.615,0.11782,271.85,222.21,3.5538,0.60263,38992105,0,199.27,0.68214,0.68219,0.36564,0.14929,0.16721,0.032234,0.11501,2.506e-4,0,-4.5282e-5,0.014431,0.014476,4.425e-6,0.020509,13.97,153.28,84.078,0.78487,NaN,-1.0557,749.7,330.66,0.05,1.1346
10.782,2480,197.29,-17.057,197.84,17.086,154.82,3.5658,154.87,1.3193,14.743,0.98853,45,0.0019691,9.7986,0.10071,0.044599,0.001333,5.6578e-4,26944,0,34.615,0.11782,272.06,222.21,3.5687,0.60006,38788088,0,197.18,0.68171,0.68173,0.36575,0.14915,0.16681,0.020405,0.072315,4.3066e-4,0,-4.5891e-5,0.014418,0.014464,2.0797e-5,0.020421,13.97,153.28,84.058,0.73935,NaN,-1.12,748.75,330.62,0.05,1.136
10.832,2489.8,196.44,-16.997,196.99,17.017,155.56,3.5841,155.6,1.3199,14.696,0.82934,45,0.0019785,9.7985,0.038745,0.044474,0.0012755,0.0014224,26944,0,34.615,0.11782,272.29,222.21,3.5848,0.5975,38585162,0,195.13,0.68128,0.68129,0.36587,0.149,0.16641,0.0078255,0.028372,3.425e-4,0,-4.6798e-5,0.014406,0.014452,1.9211e-5,0.020334,13.97,153.28,84.027,0.73064,NaN,-1.184,747.8,330.58,0.05,1.1372
10.882,2499.6,195.59,-16.937,196.14,16.951,156.29,3.6023,156.34,1.3203,14.659,0.6846,45,0.0019878,9.7985,0.049205,0.044347,-0.0013768,0.0012048,26944,0,34.615,0.11782,272.23,222.21,3.5812,0.59495,38383827,0,193.11,0.68086,0.68087,0.36599,0.14886,0.16602,0.0099412,0.036045,-4.7573e-4,0,-4.7356e-5,0.014393,0.014441,-2.2581e-5,0.020246,13.97,153.28,83.993,0.76006,NaN,-1.2477,746.86,330.54,0.05,1.1384
10.932,2509.4,194.75,-16.878,195.29,16.886,157.03,3.6203,157.07,1.3208,14.628,0.53985,45,0.0019971,9.7985,0.11022,0.04422,-0.0012341,6.8561e-4,26944,0,34.615,0.11782,271.99,222.21,3.5639,0.59241,38185430,0,191.12,0.68044,0.68047,0.3661,0.14872,0.16562,0.02233,0.079561,4.5307e-4,0,-4.8175e-5,0.014381,0.014429,-1.8303e-5,0.020159,13.97,153.28,83.964,0.82283,NaN,-1.3111,745.97,330.5,0.05,1.1396
10.982,2519.1,193.9,-16.802,194.45,16.812,157.76,3.6382,157.8,1.3211,14.602,0.57961,45,0.0020064,9.7984,0.087794,0.044093,-5.105e-4,6.288e-4,26944,0,34.615,0.11782,272.07,222.21,3.5693,0.58995,37993386,0,189.2,0.68004,0.68006,0.36621,0.14858,0.16525,0.017764,0.063443,1.8658e-4,0,-4.7835e-5,0.014369,0.014417,-3.1588e-6,0.020073,13.97,153.28,83.947,0.9102,NaN,-1.3743,745.08,330.47,0.05,1.1407
11.032,2528.8,193.07,-16.728,193.61,16.739,158.49,3.6561,158.53,1.3215,14.571,0.60429,45,0.0020157,9.7984,0.07262,0.043967,-1.3676e-4,5.9835e-4,26944,0,34.615,0.11782,272.12,222.21,3.5727,0.58749,37801277,0,187.29,0.67964,0.67965,0.36632,0.14845,0.16487,0.01468,0.052689,-3.6557e-4,0,-4.8534e-5,0.014357,0.014406,-2.2865e-7,0.019987,13.97,153.28,83.941,1.0104,NaN,-1.4372,744.19,330.43,0.05,1.154
11.082,2538.4,192.23,-16.656,192.78,16.667,159.21,3.6739,159.26,1.3219,14.541,0.61341,45,0.0020249,9.7984,0.06608,0.043841,2.4742e-4,6.1135e-4,26944,0,34.615,0.11782,272.13,222.21,3.5738,0.58503,37609128,0,185.39,0.67924,0.67925,0.36643,0.14831,0.16449,0.013351,0.04785,-3.22e-4,0,-4.9233e-5,0.014345,0.014395,7.5488e-7,0.019901,13.97,153.28,83.943,1.1106,NaN,-1.4998,743.31,330.39,0.05,1.1552
11.132,2548,191.4,-16.558,191.95,16.583,159.94,3.6917,159.98,1.3223,14.506,0.91352,45,0.0020342,9.7984,0.089173,0.043715,-5.3009e-4,-3.4233e-4,26944,0,34.615,0.11782,272.03,222.21,3.5669,0.58272,37427703,0,183.61,0.67886,0.67888,0.36653,0.14819,0.16414,0.018034,0.064353,-2.7742e-4,0,-4.8006e-5,0.014335,0.014383,-3.4933e-6,0.019815,13.97,153.28,83.951,1.1992,NaN,-1.5621,742.43,330.35,0.05,1.1564
